Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE36,OUT019,716.319961665212
FDI24,OUT017,2893.94702963379
FDB28,OUT018,2894.27479936842
FDV11,OUT017,2927.46686096057
FDP01,OUT046,2478.56427941636
FDD34,OUT027,4032.79813968157
FDJ50,OUT027,2338.21330036727
FDZ44,OUT013,1954.05352354619
DRO59,OUT035,1374.17593775602
DRB48,OUT045,602.451909142805
FDR21,OUT018,2524.73427189866
NCE42,OUT010,1784.94834310419
FDO23,OUT046,1539.8636940142
NCE30,OUT018,3054.3262723039
FDQ22,OUT035,815.524058642735
FDY01,OUT045,1810.99880389205
FDS08,OUT017,2941.86783627141
FDG28,OUT018,3628.10929889736
FDQ51,OUT018,558.973316984448
FDB05,OUT017,4049.31149433689
FDO56,OUT049,1988.80414207544
FDE02,OUT018,1236.14068974816
FDN45,OUT017,3643.23985388454
FDS09,OUT013,878.463289402482
NCA54,OUT018,2575.76127223614
FDP09,OUT010,1487.9670297829
FDC53,OUT045,1558.33248631403
NCM55,OUT017,3034.02325536375
FDL09,OUT018,2428.03626743384
FDA11,OUT019,-355.609741184369
FDA50,OUT045,1488.81021671015
FDC23,OUT017,2959.36047652662
FDE22,OUT049,2642.86441104498
FDD23,OUT046,2984.38539763362
NCA29,OUT049,2813.2884198688
FDK38,OUT046,2368.89055718005
DRC13,OUT046,1945.63892495865
NCP43,OUT049,2913.07808927799
FDX28,OUT049,1727.9201790753
FDF08,OUT049,1576.14107196171
FDZ33,OUT046,2406.51921121789
FDD10,OUT049,2948.04884103289
FDO58,OUT017,2704.05078542116
FDI50,OUT017,3750.3103942377
FDO58,OUT045,2589.62225346996
FDX08,OUT013,2919.44136074809
NCK17,OUT010,-1213.15972837693
FDF39,OUT035,4284.50815947499
FDU45,OUT010,-69.2798693729271
NCJ18,OUT018,1589.22026348491
DRC27,OUT019,1979.47571498027
DRC25,OUT035,1519.28323191968
FDU59,OUT035,2716.48062465817
FDU28,OUT035,3164.24955021513
NCP30,OUT046,685.709940276285
FDB39,OUT018,666.492148754541
FDE41,OUT013,1457.46720851774
DRH11,OUT010,-960.764157418024
FDA58,OUT045,3676.97008939708
FDU50,OUT046,1877.99908897912
FDM34,OUT013,2125.35958644837
FDM44,OUT027,3109.59607064549
FDR39,OUT045,2869.05620613628
FDM25,OUT045,2742.94719305573
FDQ49,OUT049,2605.3161402957
DRH25,OUT018,592.685221864543
FDM09,OUT027,4175.91130995611
FDL44,OUT019,694.718498698951
NCR42,OUT018,271.824730712727
DRL59,OUT046,879.892551997794
FDX43,OUT013,2724.94781076319
DRK47,OUT010,1671.9122093044
FDU48,OUT018,1850.61837243504
FDY12,OUT045,803.385006880044
NCN43,OUT018,1665.90282909993
NCM55,OUT018,2616.889690991
FDQ21,OUT027,3436.95082994942
FDX13,OUT035,4113.20209657281
NCK30,OUT027,5406.34665326898
FDG20,OUT049,2898.09371886188
DRG27,OUT017,780.748055514644
FDY14,OUT018,3900.30257226397
FDP59,OUT035,1821.59202318256
FDU60,OUT017,2807.01250306327
NCC18,OUT019,822.387873007176
DRJ39,OUT017,3534.40745483986
FDS07,OUT049,1940.43504402088
FDM08,OUT027,4972.47569120615
FDP51,OUT045,1888.73871891805
FDU16,OUT035,1500.46078541163
FDH12,OUT013,1767.73742733913
DRE48,OUT010,1195.91019947552
NCL42,OUT027,5266.36533958308
FDR21,OUT045,2773.33516779387
NCW29,OUT035,2221.53505414596
FDO11,OUT013,3994.99140324752
NCM31,OUT049,2326.42539109037
FDV35,OUT019,605.709464950755
FDF58,OUT017,1145.82692014292
NCE43,OUT049,2758.16712557576
FDA02,OUT035,2457.14249413021
DRL37,OUT010,-1144.47707174193
FDR24,OUT018,1225.40024573145
FDW59,OUT049,1465.93867501991
FDS22,OUT049,879.854843182059
FDW24,OUT017,961.137039696594
FDU24,OUT035,1697.10922586275
FDA21,OUT027,4415.72248469547
FDH58,OUT027,3341.22979160701
FDW36,OUT018,1419.85360407207
FDI45,OUT027,4208.78189164457
FDU01,OUT018,2686.3572401951
FDF35,OUT027,3220.81562535398
FDU43,OUT019,1873.67855025742
FDE24,OUT019,433.346052637603
FDK50,OUT049,2706.20335076014
FDG31,OUT045,1002.51605428149
FDC60,OUT045,1422.50018698346
FDL36,OUT013,1516.61694223329
FDP21,OUT013,3051.69351207309
FDW16,OUT045,1427.58597581694
FDX02,OUT017,3666.91582402847
FDQ58,OUT027,3915.51583001718
FDT51,OUT046,1807.45966160855
FDD59,OUT049,1407.80609907106
NCM42,OUT018,1457.4967868654
FDA57,OUT018,438.030476025932
FDZ48,OUT035,1965.19367651831
FDE46,OUT045,2383.77920147431
NCZ30,OUT019,27.3291325850331
FDB56,OUT017,3102.92193821809
FDA25,OUT027,3148.24188245002
FDD20,OUT013,2056.44637483853
FDL25,OUT013,1550.585064977
NCO18,OUT049,2880.65579900646
FDJ45,OUT017,731.089342851527
FDR12,OUT035,2866.75409094385
NCF19,OUT010,-1113.37005896775
FDK25,OUT046,2669.92597281262
NCR17,OUT046,1815.20335272495
FDC52,OUT046,2443.05032420047
NCA54,OUT017,2952.70319233218
FDR45,OUT010,1899.65313377421
NCM19,OUT049,1895.21233131047
FDF39,OUT027,5605.99184662041
FDX23,OUT049,1679.06259795954
FDD58,OUT027,3073.59363236839
FDX28,OUT013,1676.16540335206
NCD31,OUT013,2590.59548937176
FDU57,OUT018,2144.98197511768
FDI27,OUT046,799.886056240814
NCM42,OUT046,1723.10265403239
FDD32,OUT027,2788.50502451883
FDI34,OUT013,3660.43615628817
NCM29,OUT049,2150.93012218858
FDG46,OUT018,1558.81775999127
DRC01,OUT010,-1071.94352048224
FDB15,OUT027,5602.37150697057
NCA17,OUT027,3812.12034971364
FDF10,OUT046,2386.95206378502
FDR26,OUT027,4295.30831844244
FDI02,OUT049,1919.85073882132
NCM54,OUT010,130.474764778054
FDF14,OUT013,2457.27145988029
FDJ33,OUT010,73.2644345518492
FDM20,OUT035,4031.35335883575
FDC03,OUT027,4559.28394638694
NCX05,OUT046,1855.39499700166
NCM41,OUT027,2910.47955199955
NCU29,OUT010,441.313849949202
FDQ59,OUT017,1483.43364040236
FDH46,OUT010,-230.333971319602
FDH09,OUT013,906.248082257468
NCD06,OUT045,706.172856465232
FDC15,OUT035,2638.78090127645
DRD37,OUT027,2199.52160128994
FDT28,OUT027,3841.88473770224
FDR28,OUT027,4062.16895665301
FDT38,OUT017,1526.18827491795
FDV34,OUT027,2695.38716805958
FDY52,OUT035,1199.99423612882
FDB34,OUT013,1449.16917980707
DRL23,OUT018,1416.01723820288
DRB24,OUT046,2449.46591928679
FDJ50,OUT046,927.012227088055
FDQ49,OUT035,2620.75958631576
FDP20,OUT035,2157.61271932554
FDV19,OUT027,3993.17536175462
NCR54,OUT045,3020.36135894415
FDO09,OUT010,2236.16231297839
FDS57,OUT018,2027.13079910352
FDN10,OUT049,2001.65928491409
FDV23,OUT049,2126.75114022794
FDY28,OUT049,3499.7162587101
DRG51,OUT013,2601.63405311912
FDD45,OUT019,-355.609741184369
NCL18,OUT027,4473.34091469433
NCM29,OUT013,2094.5378490488
FDF17,OUT027,4567.50159180906
FDE22,OUT017,2687.65568622121
FDQ22,OUT017,772.217761606381
FDS01,OUT013,2898.36857248732
FDW35,OUT027,2184.35968607602
FDJ33,OUT046,2016.43457019284
NCF54,OUT035,2844.67867367188
FDE09,OUT013,1820.21534810474
NCE06,OUT045,2478.98609386673
DRH49,OUT049,1404.45821626308
FDY43,OUT045,2660.65016390175
NCT05,OUT017,4086.34561913618
FDZ34,OUT045,2991.99317098391
FDL38,OUT017,1545.67503906226
FDZ31,OUT017,3133.75820437316
FDR14,OUT035,1097.60138483648
NCN54,OUT049,1360.54907082726
NCC42,OUT027,3648.95154894502
FDK08,OUT017,1737.11711574708
FDP59,OUT013,1755.93963391144
FDV22,OUT035,2659.40539812029
FDD33,OUT035,3854.35244910606
DRE60,OUT027,5017.0486150358
FDK52,OUT046,3604.51773550373
FDA02,OUT017,2455.57367384275
FDM56,OUT049,1877.66497065549
FDE57,OUT035,2419.06554867544
FDM32,OUT045,1399.80118296195
NCQ30,OUT027,3368.50043851201
FDQ27,OUT027,3152.87937986656
FDT60,OUT027,3462.66111562674
FDU43,OUT049,3902.1675595126
NCO55,OUT035,1839.13938383754
FDG02,OUT045,2977.10371261186
FDJ28,OUT013,3069.14596068401
FDP40,OUT045,1754.90054347659
FDJ38,OUT045,2972.9948899008
NCC54,OUT017,3887.74324644022
NCZ41,OUT046,1991.75597103771
FDK38,OUT019,496.604609064203
FDU52,OUT013,2519.55305018447
FDC40,OUT046,1274.83071665872
NCR30,OUT017,1300.79260424492
NCN18,OUT017,1877.15314983275
FDB50,OUT035,1446.47722381812
FDG04,OUT013,3028.54621663465
FDR26,OUT035,2973.82463129701
NCT17,OUT018,2683.80877871172
FDX35,OUT027,5040.41193669358
FDS12,OUT046,2065.33234295288
NCZ29,OUT027,3434.89085152725
FDB38,OUT010,693.43696406624
FDP12,OUT013,695.847916133824
FDP22,OUT046,894.06126211104
FDS26,OUT018,3849.85896703175
FDR52,OUT046,3063.14247042631
DRJ13,OUT046,2557.55361740665
FDU48,OUT027,3553.70446490833
FDE29,OUT035,1169.60626139068
NCT29,OUT049,2025.3899754578
DRK37,OUT018,2699.97332293684
FDK55,OUT046,1449.79731085503
FDR07,OUT046,1581.0724960576
FDO21,OUT027,5006.97248865535
FDK46,OUT049,4216.05811798383
FDB12,OUT045,1643.76137205665
FDT31,OUT027,4452.74208073927
FDJ33,OUT045,1949.96295981126
FDC26,OUT027,3230.01023689852
NCQ02,OUT045,2892.7467050357
FDP08,OUT010,1188.96592968371
FDB11,OUT027,5025.52247832153
FDV55,OUT013,2381.68643532052
FDW20,OUT049,2065.97519075167
NCJ18,OUT019,22.7318268127661
FDC41,OUT018,982.457214403442
FDE14,OUT027,3099.87278439547
FDG35,OUT013,2835.06982441644
FDF45,OUT035,1120.17981392516
FDS19,OUT027,2730.90112327547
FDS58,OUT019,663.313366194117
FDA26,OUT017,3600.56560265751
FDM32,OUT049,1545.18423087381
FDL45,OUT046,2050.40269293655
FDZ55,OUT049,2655.23107082243
FDY37,OUT049,2374.73976874515
FDO46,OUT046,3046.17850487659
FDQ60,OUT046,1944.34931035008
FDA19,OUT018,1826.98259393539
FDL15,OUT046,2480.11011188855
FDM10,OUT018,3107.27814737522
NCL05,OUT017,809.332269694229
DRK49,OUT010,-1182.5540171967
NCE18,OUT027,5375.51038711391
FDG40,OUT049,717.743391824412
DRI59,OUT045,3428.64485972771
FDK28,OUT035,4194.44177631582
NCD06,OUT019,-1125.92063329611
FDO11,OUT019,2072.36130624193
FDK27,OUT046,1942.27480317242
FDT43,OUT027,2309.37115810132
FDD38,OUT018,1393.65483533354
FDA16,OUT049,3585.10495280845
FDL14,OUT027,3913.40113119523
NCM17,OUT049,820.679446577738
FDD20,OUT045,1942.72228051156
FDA40,OUT045,1393.65804471751
FDL43,OUT045,1229.51227782647
FDV15,OUT045,1614.39055508521
FDE52,OUT046,1479.69680253196
NCL17,OUT010,378.015101878325
NCJ31,OUT045,3683.65643110251
FDR60,OUT045,1239.80443042625
NCA18,OUT035,1977.57486505126
FDS21,OUT027,2510.12842126349
FDW09,OUT035,1443.87404193496
FDL26,OUT035,2619.74242854907
FDS47,OUT018,1191.43212298774
FDC39,OUT046,3286.43797103289
FDT51,OUT035,1951.28118426868
FDK40,OUT035,4299.9664841968
NCG19,OUT045,3628.65571174231
FDZ07,OUT046,1054.09820629102
FDF08,OUT027,2906.88487523847
FDO04,OUT013,975.241677155861
FDK41,OUT018,1102.34270595099
FDP15,OUT049,4136.77237048565
NCD43,OUT018,1389.56054137798
NCP18,OUT013,2379.09778219286
FDZ51,OUT046,1537.78918683653
DRH13,OUT035,1878.53160678965
FDF38,OUT045,647.456885411123
NCI43,OUT045,745.307151330972
FDM38,OUT027,2373.76744722744
FDS03,OUT013,1122.42347849718
DRJ47,OUT017,2811.8822656774
FDT50,OUT010,-296.155517985079
FDV02,OUT046,2762.10705479374
NCG18,OUT017,1754.70466804633
FDW52,OUT046,2640.63553912973
FDS40,OUT035,789.813772965416
FDN31,OUT017,3146.16505579489
FDA37,OUT045,1930.35562073411
FDA15,OUT046,3958.5597466074
FDL39,OUT046,2895.37636388542
FDJ53,OUT045,1913.43184682867
FDX22,OUT013,3376.40489784959
NCZ42,OUT045,3674.46181955798
FDD56,OUT027,4256.70269828219
FDD40,OUT017,3184.24200124965
FDS50,OUT013,3531.27566990754
NCN14,OUT013,2929.25955904217
FDT15,OUT013,2954.4266412585
NCS18,OUT027,3160.62307098297
NCO26,OUT010,-72.3168139175141
FDF58,OUT018,764.247502630339
NCB19,OUT013,1414.76729440193
FDH26,OUT017,2373.19626140021
DRB24,OUT027,3865.30448998255
FDA49,OUT018,1148.67748847215
FDB32,OUT045,1504.83740778172
FDI36,OUT017,3234.11674013211
NCA17,OUT010,463.932470682158
FDH22,OUT013,2055.87750848877
NCM26,OUT018,2141.4163558676
FDT15,OUT027,4366.29603722995
FDB16,OUT018,1159.49831577741
NCP54,OUT027,3398.35973854467
FDJ36,OUT013,1702.89284679607
FDO28,OUT045,1877.8776999685
FDU09,OUT013,960.312027139535
FDF29,OUT017,2184.31717495428
FDY08,OUT013,2294.18304240023
DRJ59,OUT018,355.925520425265
FDT23,OUT027,2760.23174860264
FDU15,OUT018,399.465047509954
FDT47,OUT013,1617.46396105345
FDI53,OUT019,719.980492959337
FDR59,OUT018,3869.95478917011
FDD53,OUT035,858.238501514046
FDY51,OUT017,3591.77909088563
FDT04,OUT049,773.801460595593
FDU51,OUT049,2921.2812059446
FDG14,OUT035,2578.08533508873
NCU06,OUT045,3555.06481107164
DRG25,OUT046,2940.397579132
DRH49,OUT035,1495.64745342003
FDN15,OUT035,2382.00576098737
FDL43,OUT018,993.278041708711
NCT18,OUT049,2964.57904392118
NCB31,OUT013,4112.28824166741
FDK57,OUT035,2074.78701546607
FDY04,OUT019,721.486133787241
NCP54,OUT046,1933.0545287391
FDF41,OUT013,3898.17282384987
FDM01,OUT045,1610.81040707964
FDW03,OUT045,1640.1410324068
FDF28,OUT045,1925.71812331757
FDY37,OUT017,2388.61439447775
FDQ03,OUT017,3861.44956565764
FDP51,OUT027,3388.05305718938
FDJ40,OUT017,1908.54375358209
FDC32,OUT049,1631.18198296619
DRI49,OUT027,2764.08435345008
NCW54,OUT017,1005.37165215131
FDF09,OUT017,776.895450667201
FDP45,OUT018,3689.29334814629
DRJ23,OUT018,2677.31451055961
FDS59,OUT017,1911.10674382096
FDY08,OUT046,2243.83889351048
FDX16,OUT049,2471.47796485425
FDY16,OUT018,2669.88175770659
FDK32,OUT035,2596.10665004942
FDQ22,OUT013,729.775847233258
NCC31,OUT018,2182.58496626673
FDG58,OUT049,2564.10733825229
DRF48,OUT013,3013.40054039898
DRH36,OUT049,1290.22737989878
NCR30,OUT035,1358.01139353091
FDB03,OUT019,1947.83831727784
FDZ28,OUT027,3483.20522918203
FDR35,OUT017,3260.8843752204
DRD15,OUT027,5098.85716112857
FDJ33,OUT019,124.052799938636
FDA56,OUT010,57.3176267688277
FDP56,OUT046,836.905652284611
NCT30,OUT046,796.849111696228
FDK15,OUT017,1743.34063728008
FDH44,OUT018,2085.79204975786
FDV01,OUT013,2511.33540476236
DRG03,OUT017,2519.59317017243
FDG50,OUT027,2919.69982643286
FDR16,OUT010,1520.91799475991
FDZ60,OUT046,1762.71090320384
DRG03,OUT045,2381.97715113851
FDS56,OUT018,3895.7052664917
FDU33,OUT045,726.702441265022
DRD27,OUT035,1734.40127874842
FDW22,OUT046,3544.31065237722
DRA24,OUT045,2520.90111541344
FDF38,OUT049,788.202435906433
FDX48,OUT013,2507.2265820513
FDS58,OUT018,2300.9100965866
FDC32,OUT046,1532.17472329757
NCQ29,OUT045,4030.04966313383
DRK39,OUT018,1082.59972394305
NCS38,OUT017,1915.23009528752
DRO47,OUT013,1823.05079518548
DRG27,OUT027,2156.35886700169
FDC57,OUT027,4492.85334172743
FDS55,OUT046,2364.25305976351
NCJ06,OUT018,1624.24573563959
FDO01,OUT019,206.390020736898
NCM55,OUT045,2856.21559205312
FDC52,OUT049,2540.51175139692
FDQ15,OUT045,1266.00319916478
NCT30,OUT027,2225.05434216944
NCR42,OUT027,1990.36914790783
FDD28,OUT035,1127.90897628606
FDQ34,OUT049,1803.01672057386
FDZ12,OUT027,3739.4918864099
DRE13,OUT019,-496.335755795093
NCN07,OUT019,216.20821903097
FDM28,OUT035,3027.35990147359
FDI10,OUT017,2844.56077381255
FDQ25,OUT013,2755.74388527399
FDA38,OUT010,1932.60409875122
DRI13,OUT049,3503.56886355754
FDY20,OUT027,2927.95766349925
NCZ53,OUT035,3083.96117370576
NCM31,OUT013,2300.94976739421
DRB01,OUT017,3084.64440539378
DRF37,OUT046,4116.2659657461
NCF42,OUT049,2882.24182312291
FDF16,OUT018,2116.180024496
FDB41,OUT013,861.010840791556
FDR34,OUT013,3635.21435367206
FDR15,OUT018,2221.6645407327
NCV42,OUT019,-111.594831689895
FDW51,OUT035,3511.0508820191
FDU36,OUT017,1695.94850534795
FDX60,OUT049,1438.72274851469
FDY03,OUT035,1980.12332653464
FDW55,OUT045,3864.26315172656
FDT01,OUT010,1492.60452719944
FDG58,OUT013,2512.35256252905
FDK21,OUT017,4048.74262798712
NCS41,OUT019,980.350310009489
FDS10,OUT045,2836.63391586475
NCT53,OUT046,2602.08463936926
FDJ28,OUT018,2762.47093946036
FDX44,OUT045,1381.77986800127
FDT20,OUT018,408.171175993279
FDO44,OUT017,1892.0280794493
NCX17,OUT049,3775.09610906513
FDY01,OUT017,1994.98979709141
FDJ12,OUT027,4771.83900297681
DRK35,OUT018,351.816697714207
FDD47,OUT019,808.42066035777
NCM53,OUT035,1831.93889618212
FDO45,OUT013,1471.82799218431
NCM42,OUT010,-153.596685304804
FDE04,OUT046,2872.71755150819
NCI30,OUT027,5320.95795917064
FDZ19,OUT013,2821.11714052253
FDW57,OUT013,2864.88893280482
FDA25,OUT013,1702.36417209058
FDT22,OUT046,1007.76342376986
FDP51,OUT013,1959.17950402394
FDD48,OUT027,3327.84597406287
FDY39,OUT035,3058.19616762866
FDO48,OUT010,1629.49417594098
FDD23,OUT027,4401.76980080156
DRN35,OUT027,2073.49297149795
FDT01,OUT035,3542.49620616821
FDC20,OUT010,-956.967983193115
DRJ35,OUT035,1163.7355799881
FDB32,OUT046,1543.48403366404
FDL24,OUT046,2773.41636516021
NCV42,OUT035,1929.24595864098
FDZ46,OUT046,1783.78369146462
FDC15,OUT013,2528.29937031208
FDD08,OUT019,-1211.89272249972
FDY50,OUT049,1559.62539782893
FDD36,OUT013,1962.2711689683
FDG57,OUT027,2287.28121207385
FDL21,OUT018,445.759638386838
FDN16,OUT027,3109.59607064549
FDJ09,OUT027,2237.36628154711
FDS01,OUT010,971.325084260372
FDV33,OUT017,4215.53176840559
DRE12,OUT017,1927.32600844586
FDR07,OUT013,1623.68748258645
FDP48,OUT010,1041.29564528118
NCB55,OUT035,1084.19190440356
FDQ08,OUT013,1043.13773099901
FDR34,OUT035,3801.34585363496
FDO33,OUT046,1830.60695704699
FDP13,OUT045,621.706408089527
FDX12,OUT049,3943.33616991173
NCT06,OUT049,2715.49287434872
FDR16,OUT019,1506.78139631509
FDE36,OUT046,2647.34754372394
FDZ36,OUT049,3045.2755202032
FDV13,OUT045,1387.47471482878
NCZ17,OUT035,750.205523793966
FDU56,OUT045,2864.37851707546
FDM09,OUT035,2872.97761247685
FDV02,OUT017,2850.25562064006
FDS34,OUT018,1558.81775999127
FDA11,OUT049,1660.51260829336
FDP09,OUT017,3466.72742721605
FDB29,OUT027,3301.56682203579
FDT19,OUT017,2864.12792124542
DRH15,OUT017,846.121310763189
FDY38,OUT046,3711.54808421262
FDF14,OUT027,3879.96168315701
FDN48,OUT010,-359.454266055956
FDQ12,OUT013,3687.24398302074
NCJ43,OUT045,2657.53283606861
FDE17,OUT019,557.86904160169
FDB05,OUT035,4080.25113159579
FDH10,OUT045,3008.46865347242
NCR06,OUT017,780.490127428272
FDU32,OUT018,1691.59858602175
FDD56,OUT049,2870.3089260069
FDO36,OUT018,2619.47834411865
FDH16,OUT010,-385.69322643876
FDX10,OUT018,364.439575355272
FDZ37,OUT017,1553.44439306745
FDU31,OUT010,1566.1954278701
DRC49,OUT049,2348.24459049873
FDL15,OUT045,2385.8135170077
FDN32,OUT019,1078.66000147955
DRH59,OUT027,2648.3076846136
NCU29,OUT049,2423.20377884375
FDR37,OUT019,1043.14604626366
FDS14,OUT018,2240.1743387546
FDU02,OUT027,5045.53791717133
FDJ08,OUT035,3213.14732297517
NCZ06,OUT045,3908.57814746983
FDO31,OUT049,1444.90607840341
FDH31,OUT018,1378.76537696149
FDS58,OUT017,2662.39369196082
NCA53,OUT027,2245.638647369
FDF50,OUT046,3152.68017887999
NCW42,OUT049,3585.1998648525
NCQ17,OUT045,2398.19470554065
FDK51,OUT018,3896.68223261412
NCW41,OUT010,584.835119996397
NCR29,OUT017,999.716996968071
FDB08,OUT019,658.675868777573
FDA40,OUT027,2860.50990107304
FDL14,OUT018,2252.05251547084
FDB47,OUT046,3302.38477881591
FDO03,OUT035,3762.70004183043
DRK13,OUT019,1228.63705825734
FDX13,OUT010,2037.03126557695
FDF52,OUT046,2924.70698921259
FDT11,OUT013,3034.20087181788
FDB08,OUT013,2596.76429050498
FDQ28,OUT018,2220.647382966
FDD29,OUT045,3933.21655498068
NCQ29,OUT027,5535.54733129389
NCO02,OUT013,1085.90689427009
FDR56,OUT010,1226.514200433
NCM54,OUT049,2079.9022117568
FDP51,OUT035,2038.74438554469
FDT38,OUT013,1431.18805649066
FDZ20,OUT018,3730.46195854542
FDJ53,OUT013,1985.41846440675
FDX13,OUT049,4039.01701660986
FDP58,OUT035,3640.7802347495
NCK31,OUT019,-1036.87140790364
FDA35,OUT018,1718.89489581553
FDV37,OUT018,2886.54563700752
NCO07,OUT027,4792.43783693187
FDA20,OUT045,2923.07995937407
FDZ59,OUT035,2836.97517419975
NCY17,OUT017,843.829067143426
FDQ28,OUT035,2600.70395582168
FDV35,OUT017,2583.14813610692
FDQ36,OUT013,666.436907518104
FDD34,OUT018,2335.895377097
FDK51,OUT045,4125.18730637098
FDV31,OUT035,2948.07415397542
FDR04,OUT035,1715.57883224037
FDR14,OUT049,1045.05795948407
DRC36,OUT010,863.998326043597
FDE39,OUT019,68.4832142286651
FDP57,OUT049,1800.49392197926
FDE57,OUT046,2278.33569095967
NCN18,OUT046,1775.09209173679
NCQ05,OUT018,2090.97275063539
FDW47,OUT035,2087.11348359924
FDV46,OUT035,2363.4557713212
NCP29,OUT045,955.218834393407
FDE09,OUT018,1522.81532171417
NCU06,OUT027,5042.01248956553
FDT19,OUT010,883.821691340082
DRF15,OUT017,2515.48434746137
DRI51,OUT013,2722.57689407764
NCX54,OUT013,1689.52355800742
DRE01,OUT013,3824.36589695987
NCB07,OUT045,3006.44886669452
FDU50,OUT035,1997.08729208435
FDG40,OUT035,761.011822343735
FDW10,OUT018,2529.37176931521
FDX51,OUT013,3122.15255615511
NCP17,OUT045,959.85633180995
FDP21,OUT035,3135.89589101038
FDL04,OUT045,1654.54200771764
FDV23,OUT013,2023.98389292272
FDF24,OUT046,1350.49612450705
FDH56,OUT027,3292.78031026391
FDB51,OUT049,1138.66429900453
FDI58,OUT027,3003.13458828637
FDR20,OUT013,847.138540186202
FDC51,OUT018,1715.27455616568
FDB16,OUT027,2865.67607319507
FDE40,OUT049,1122.18881651602
NCM17,OUT035,865.493709569242
FDU56,OUT035,3097.85913719989
FDS32,OUT019,382.373772699899
FDX02,OUT049,3654.58703076805
FDT39,OUT027,3893.91436705092
FDE35,OUT017,1073.78185194444
NCI42,OUT019,1409.08076283907
DRL23,OUT046,1700.17309503605
FDA10,OUT046,1984.50076298252
FDA11,OUT013,1599.48283773703
NCM06,OUT046,2444.61068542815
NCT05,OUT035,4171.38939292143
NCQ02,OUT010,1034.59816944247
NCY06,OUT049,2148.3671319497
FDY56,OUT035,3706.60178141497
FDL02,OUT035,1849.37681603755
NCI06,OUT035,2947.07152496422
FDQ14,OUT045,2347.73657155293
FDQ12,OUT017,3721.95673503295
FDP36,OUT046,846.669130178907
FDK21,OUT027,5410.44094722454
FDO40,OUT045,2312.71109939825
NCK54,OUT019,-23.6029557083942
FDY09,OUT018,2547.43327592017
NCW30,OUT049,4173.39839551229
NCC55,OUT027,2050.57623103434
FDE58,OUT018,1627.77116324539
FDR39,OUT013,2971.95947315798
FDU28,OUT049,3077.69781047473
FDH08,OUT017,3717.31923761641
FDG35,OUT045,2739.89571975565
FDG22,OUT049,731.087017724281
FDC34,OUT035,2656.84240788142
FDP15,OUT018,3755.15508645604
FDK34,OUT010,1900.18180847969
FDU45,OUT035,2022.34928634474
FDQ04,OUT027,2147.78838144916
FDX22,OUT018,3057.36321684849
FDB45,OUT017,1794.76120863471
NCH43,OUT027,4845.97310710845
DRE60,OUT046,3533.19341556406
FDD17,OUT027,5183.97339838505
NCM54,OUT017,2116.96432457212
NCH55,OUT013,2047.22610040522
NCT06,OUT017,2703.08834805424
FDA48,OUT027,4957.05755812862
FDY58,OUT027,5061.52491659863
FDO25,OUT045,3294.12612767173
FDN50,OUT045,1494.54525518194
FDH35,OUT035,2782.91122931768
FDK09,OUT045,3543.13191395563
FDO16,OUT013,1393.5995940971
FDW11,OUT045,1012.35991546434
FDU47,OUT027,3702.96077342731
NCQ42,OUT010,144.387257027685
FDK55,OUT027,2910.46502324405
FDN08,OUT049,1983.63796995341
FDT57,OUT045,3702.19189201319
FDJ12,OUT018,3022.37793633808
DRL59,OUT017,969.586950316304
NCN53,OUT046,594.586207706146
FDO51,OUT010,-1122.61939091206
FDK56,OUT017,3104.99644539576
FDY12,OUT035,1041.50312442102
FDU15,OUT035,794.979945087446
FDQ19,OUT046,3849.45489072085
DRF15,OUT045,2379.41416089964
DRE25,OUT019,-403.706382397049
FDK57,OUT018,1656.08463080586
FDD33,OUT010,1779.72745058238
FDR34,OUT027,5067.17957178187
FDU04,OUT045,1901.55367011243
FDE35,OUT019,-861.919342462834
NCD31,OUT035,2705.71451775268
FDJ56,OUT035,1779.93492972222
NCU53,OUT046,2596.38979254174
FDD39,OUT035,3556.32831512929
NCU17,OUT019,-237.663653126163
FDJ20,OUT046,2000.44757076554
NCW41,OUT018,2197.47442463878
FDL52,OUT035,821.21890547025
FDS39,OUT035,2416.99104149778
DRJ47,OUT045,2685.08707394876
FDP13,OUT010,-1179.246326033
DRK39,OUT010,-557.864565198595
FDF28,OUT010,149.498708749939
FDB09,OUT045,1967.45560006646
FDM51,OUT046,1640.71071283436
DRM49,OUT018,481.017375739115
DRF23,OUT013,2813.21214358657
DRH01,OUT035,2871.66404520227
FDH12,OUT027,3188.88181814366
FDA28,OUT019,132.758928421961
FDW37,OUT018,1210.95907877633
FDF02,OUT046,1699.94082983845
DRL37,OUT046,735.313932539627
NCF43,OUT046,2240.2732742604
FDH08,OUT010,1726.1921804058
FDR34,OUT019,1749.68423599881
NCK19,OUT049,3158.58411084487
NCD55,OUT018,430.356034064801
FDT27,OUT049,3800.22299963719
FDQ57,OUT045,2299.36747349838
FDA47,OUT035,2743.77693445194
DRG15,OUT027,2476.96143006714
FDE05,OUT018,2065.20774455829
FDN46,OUT046,1651.00286543414
FDX27,OUT027,2964.97725954304
FDT51,OUT045,1734.80472133824
FDU33,OUT013,812.601551092729
FDJ16,OUT027,2451.46717060916
FDD20,OUT019,96.7162985005832
FDT36,OUT049,704.31938263599
DRF15,OUT027,3857.08684456044
FDN52,OUT010,-439.228496615341
FDC22,OUT027,4489.76167678306
FDX15,OUT045,2510.86518067728
